talhao_id,semana,saude_solo_int,aspecto_cultura_int,umidade_solo_int,pragas_int
4,11,0,1,0,0
4,12,0,1,2,0
4,13,0,0,1,2
4,14,0,1,1,0
4,15,0,0,1,2
4,16,0,0,1,0
4,17,0,0,1,0
4,18,0,0,0,0
4,19,0,0,0,0
4,20,0,0,1,0
4,21,0,1,1,0
4,22,0,0,1,0
4,23,0,0,1,0
4,24,0,0,1,0
4,25,1,1,1,0
4,26,0,0,1,0
4,27,0,0,1,0
4,28,0,0,1,0
4,29,0,0,1,0
4,30,0,0,1,0
4,31,0,0,1,0
4,32,0,0,2,0
4,33,1,1,1,0
4,34,1,1,2,1
4,35,1,1,1,0
4,36,1,1,0,1
4,37,1,0,2,0
4,38,1,0,0,0
4,39,1,2,1,1
4,40,1,1,1,0
4,41,2,2,1,2
4,42,2,1,0,1
4,43,2,1,0,0
4,44,2,1,0,1
4,45,2,2,0,2
4,46,2,1,1,0
4,47,2,2,0,2
4,48,2,1,0,0
4,49,1,2,1,2
4,50,1,1,0,1
4,51,1,1,0,0
5,0,1,1,1,1
5,1,1,0,1,1
5,2,1,0,1,0
5,3,1,1,1,1
5,4,1,0,1,2
5,5,1,1,0,1
5,6,2,2,0,2
5,7,2,1,1,2
5,8,2,1,1,2
5,9,0,0,1,0
5,10,0,1,1,0
5,11,0,0,1,0
5,12,0,0,1,1
5,13,0,1,1,0
5,14,0,0,2,0
5,15,0,0,1,0
5,16,0,1,1,0
5,17,0,0,1,0
5,18,0,0,1,2
5,19,0,0,1,0
5,20,0,0,0,0
5,21,0,0,1,0
5,22,0,0,1,0
5,23,0,0,1,0
5,24,0,0,1,1
5,25,0,0,1,0
5,26,0,0,0,1
5,27,0,0,1,0
5,28,0,0,1,0
5,29,0,0,1,0
5,30,0,0,0,0
5,31,0,0,1,0
5,32,0,0,2,0
5,33,0,0,2,0
5,34,0,0,1,0
5,35,0,0,1,0
5,36,0,0,1,1
5,37,0,0,2,0
5,38,0,0,1,2
5,39,0,0,1,0
5,40,0,0,1,0
5,41,0,0,1,0
5,42,0,0,1,0
5,43,0,0,2,0
5,44,0,0,1,0
5,45,0,0,1,0
5,46,0,0,0,1
5,47,0,0,0,0
5,48,0,0,1,0
5,49,0,0,1,0
5,50,0,1,1,0
5,51,0,0,0,1
6,0,1,1,0,0
6,1,1,1,1,0
6,2,1,1,0,1
6,3,2,2,0,1
6,4,2,1,0,2
6,5,1,0,1,1
6,6,1,0,1,0
6,7,1,0,1,2
6,8,0,0,1,0
6,9,0,0,1,1
6,10,0,0,1,0
6,11,0,0,1,0
6,12,0,0,2,0
6,13,0,1,1,0
6,14,0,0,1,1
6,15,0,1,1,0
6,16,0,0,1,0
6,17,0,0,1,0
6,18,1,1,0,0
6,19,1,1,2,1
6,20,1,1,1,1
6,21,1,1,1,2
6,22,1,1,2,1
6,23,1,1,1,0
6,24,0,0,1,0
6,25,0,0,2,0
6,26,0,0,1,2
6,27,0,0,1,0
6,28,0,0,1,0
6,29,0,0,0,1
6,30,0,0,1,0
6,31,0,0,1,0
6,32,1,1,0,0
6,33,0,0,0,0
6,34,0,0,1,0
6,35,0,0,1,0
6,36,0,0,1,1
6,37,0,0,1,0
6,38,0,0,1,1
6,39,0,0,2,0
6,40,0,0,1,0
6,41,0,0,1,0
6,42,0,0,1,0
6,43,0,0,1,0
6,44,0,1,2,0
6,45,0,0,1,0
6,46,0,0,1,0
6,47,0,0,0,0
6,48,0,1,1,0
6,49,0,0,1,1
6,50,0,0,1,0
6,51,0,0,2,0
7,0,1,1,1,0
7,1,1,1,2,0
7,2,1,1,1,0
7,3,1,1,1,1
7,4,2,1,0,2
7,5,2,1,0,1
7,6,2,0,1,1
7,7,2,1,0,1
7,8,2,1,1,1
7,9,1,0,1,0
7,10,1,1,1,1
7,11,1,0,1,0
7,12,1,1,2,1
7,13,1,2,1,0
7,14,1,1,0,1
7,15,1,1,1,1
7,16,1,0,1,1
7,17,1,0,1,1
7,18,1,0,0,0
7,19,1,1,0,2
7,20,1,1,2,1
7,21,2,2,0,2
7,22,2,1,2,0
7,23,1,0,1,1
7,24,1,0,1,1
7,25,1,0,1,0
7,26,2,1,1,2
7,27,2,2,0,1
7,28,2,0,0,0
7,29,1,1,1,2
7,30,1,1,1,2
7,31,1,2,1,0
7,32,1,0,2,0
7,33,1,1,1,1
7,34,1,1,1,0
7,35,1,0,1,2
7,36,0,0,1,0
7,37,1,1,1,0
7,38,1,1,1,1
7,39,1,0,1,1
7,40,1,1,0,1
7,41,0,0,2,2
7,42,0,0,1,0
7,43,0,0,2,0
7,44,1,0,1,0
7,45,2,2,0,1
7,46,2,1,1,1
7,47,2,1,1,2
7,48,2,1,1,1
7,49,2,1,0,0
7,50,2,2,1,1
7,51,2,2,0,0
8,0,1,1,0,1
8,1,1,0,1,0
8,2,1,1,1,1
8,3,1,1,1,0
8,4,1,1,0,0
8,5,0,0,1,0
8,6,0,0,1,0
8,7,0,1,1,0
8,8,0,0,1,0
8,9,0,0,1,0
8,10,0,0,1,1
8,11,0,0,0,0
8,12,0,0,2,0
8,13,0,0,1,0
8,14,0,0,1,0
8,15,0,0,0,0
8,16,0,0,1,0
8,17,0,0,1,0
8,18,0,0,0,0
8,19,0,2,2,0
8,20,0,0,1,0
8,21,0,0,2,0
8,22,0,0,1,0
8,23,0,0,1,0
8,24,0,0,1,0
8,25,0,0,1,0
8,26,0,0,0,2
8,27,0,0,1,0
8,28,0,0,1,1
8,29,0,0,1,0
8,30,0,0,1,0
8,31,0,0,1,0
8,32,0,0,1,0
8,33,0,0,1,0
8,34,0,0,0,0
8,35,0,0,1,0
8,36,0,0,1,0
8,37,0,0,1,0
8,38,0,0,0,0
8,39,0,0,1,1
8,40,0,0,1,0
8,41,1,1,1,1
8,42,1,0,1,0
8,43,1,0,1,2
8,44,1,1,0,1
8,45,1,1,1,1
8,46,1,1,1,1
8,47,1,1,0,1
8,48,0,0,0,0
8,49,0,0,1,0
8,50,0,0,1,0
8,51,0,0,1,0
9,0,2,1,1,0
9,1,2,1,0,1
9,2,2,2,1,2
9,3,2,1,0,2
9,4,2,2,1,1
9,5,2,1,1,1
9,6,1,1,0,0
9,7,0,0,1,0
9,8,0,0,1,0
9,9,0,0,0,0
9,10,0,0,1,0
9,11,0,0,1,0
9,12,0,0,1,0
9,13,0,0,2,1
9,14,1,1,1,0
9,15,0,0,1,0
9,16,0,0,1,0
9,17,0,1,1,0
9,18,0,0,1,2
9,19,0,0,1,1
9,20,0,0,1,0
9,21,0,0,1,0
9,22,0,0,1,0
9,23,0,0,1,0
9,24,0,0,1,0
9,25,0,0,1,0
9,26,0,0,1,0
9,27,0,0,1,0
9,28,0,0,1,0
9,29,0,0,1,0
9,30,0,0,1,1
9,31,0,0,0,0
9,32,0,0,1,0
9,33,0,0,1,0
9,34,0,0,1,0
9,35,0,0,2,0
9,36,0,0,1,1
9,37,0,0,1,0
9,38,0,0,1,0
9,39,0,1,1,0
9,40,0,0,1,0
9,41,0,0,2,0
9,42,0,1,1,0
9,43,0,0,1,0
9,44,0,2,1,0
9,45,0,1,1,0
9,46,0,0,1,0
9,47,0,0,1,0
9,48,0,0,1,0
9,49,0,0,2,0
9,50,0,1,1,0
9,51,0,0,1,0
10,0,0,0,1,0
10,1,0,0,0,0
10,2,0,0,1,0
10,3,0,0,1,0
10,4,0,0,1,0
10,5,0,0,1,2
10,6,0,1,1,1
10,7,0,0,1,1
10,8,0,1,1,0
10,9,0,0,2,0
10,10,0,0,1,0
10,11,1,0,1,0
10,12,1,0,0,1
10,13,1,1,1,1
10,14,0,0,2,0
10,15,0,1,1,0
10,16,0,0,1,0
10,17,0,0,1,0
10,18,0,0,1,0
10,19,0,0,1,0
10,20,0,0,1,0
10,21,0,0,1,0
10,22,0,0,2,0
10,23,0,0,1,2
10,24,0,0,2,0
10,25,0,0,1,0
10,26,0,0,1,0
10,27,0,0,1,0
10,28,0,0,2,1
10,29,0,0,2,0
10,30,0,0,1,0
10,31,0,0,1,0
10,32,0,0,1,0
10,33,0,1,1,0
10,34,0,0,2,0
10,35,0,0,1,1
10,36,0,0,1,0
10,37,0,0,0,0
10,38,0,0,1,1
10,39,0,0,1,0
10,40,0,0,1,0
10,41,0,0,0,0
10,42,0,0,1,0
10,43,0,0,1,1
10,44,0,1,0,0
10,45,0,1,1,1
10,46,0,0,1,0
10,47,0,0,1,0
10,48,0,0,1,0
10,49,0,0,1,0
10,50,0,0,1,1
10,51,0,0,1,0
11,0,0,0,1,0
11,1,0,1,1,0
11,2,0,0,1,0
11,3,0,0,1,0
11,4,0,0,1,0
11,5,0,0,1,0
11,6,0,0,1,2
11,7,0,0,1,0
11,8,0,0,1,0
11,9,0,0,1,1
11,10,0,0,1,0
11,11,0,0,2,1
11,12,0,0,0,0
11,13,0,0,1,0
11,14,0,0,1,1
11,15,0,0,0,0
11,16,0,0,1,0
11,17,0,0,1,0
11,18,0,0,1,0
11,19,0,0,1,1
11,20,0,0,1,0
11,21,0,0,1,0
11,22,0,0,2,0
11,23,0,0,1,0
11,24,1,0,1,1
11,25,1,0,2,1
11,26,2,2,0,1
11,27,0,0,1,0
11,28,0,0,1,1
11,29,0,0,1,0
11,30,0,0,2,1
11,31,0,0,1,0
11,32,0,0,1,0
11,33,0,0,1,0
11,34,0,1,1,0
11,35,0,0,1,0
11,36,0,0,1,0
11,37,0,0,1,0
11,38,0,0,1,0
11,39,0,0,2,2
11,40,1,0,1,0
11,41,1,1,1,1
11,42,1,1,0,0
11,43,1,0,1,0
11,44,1,0,1,0
11,45,2,1,0,1
11,46,1,0,1,1
11,47,1,1,1,0
11,48,0,0,1,0
11,49,0,0,1,1
11,50,0,0,1,0
11,51,0,0,1,0
12,0,1,1,1,0
12,1,1,1,1,0
12,2,1,1,0,2
12,3,1,1,0,0
12,4,1,0,1,2
12,5,1,1,1,0
12,6,1,0,0,2
12,7,1,1,1,0
12,8,1,0,1,1
12,9,1,1,1,1
12,10,1,1,1,1
12,11,1,1,0,1
12,12,1,1,1,0
12,13,1,2,0,1
12,14,1,1,0,0
12,15,1,1,1,1
12,16,1,1,0,0
12,17,1,1,1,0
12,18,1,0,2,1
12,19,1,0,2,0
12,20,2,2,0,1
12,21,2,1,0,1
12,22,2,1,0,1
12,23,2,1,0,1
12,24,2,2,0,0
12,25,2,1,0,0
12,26,1,0,1,1
12,27,0,0,1,0
12,28,0,0,1,2
12,29,0,0,2,0
12,30,0,0,1,2
12,31,0,0,1,0
12,32,0,0,1,0
12,33,0,0,2,1
12,34,0,0,1,1
12,35,1,1,0,0
12,36,0,0,1,2
12,37,0,0,1,0
12,38,0,0,1,0
12,39,0,0,1,1
12,40,0,0,1,0
12,41,0,0,1,0
12,42,0,0,1,0
12,43,0,0,0,0
12,44,0,0,1,0
12,45,0,0,0,0
12,46,0,1,1,0
12,47,0,0,1,0
12,48,0,0,2,0
12,49,0,0,0,0
12,50,0,0,1,0
12,51,0,0,1,0
13,0,1,1,1,0
13,1,1,0,1,1
13,2,1,1,0,0
13,3,1,1,1,1
13,4,1,0,1,0
13,5,1,1,1,0
13,6,0,0,1,0
13,7,1,1,1,0
13,8,0,0,1,0
13,9,0,0,1,0
13,10,0,0,1,1
13,11,0,0,2,0
13,12,0,0,1,0
13,13,0,0,1,0
13,14,0,0,1,0
13,15,1,0,1,1
13,16,1,1,1,0
13,17,1,1,0,0
13,18,1,1,1,0
13,19,1,1,1,0
13,20,1,1,0,0
13,21,1,0,0,0
13,22,2,1,0,1
13,23,2,1,1,0
13,24,1,0,0,1
13,25,0,0,1,0
13,26,0,0,1,0
13,27,0,0,0,2
13,28,0,0,2,0
13,29,1,2,0,1
13,30,1,0,0,0
13,31,1,1,1,0
13,32,1,0,1,2
13,33,1,1,0,1
13,34,1,1,1,2
13,35,1,0,1,1
13,36,1,1,1,1
13,37,1,1,1,1
13,38,0,0,0,2
13,39,0,0,1,0
13,40,1,0,0,0
13,41,1,2,1,0
13,42,2,1,0,2
13,43,1,1,1,0
13,44,1,1,1,1
13,45,1,1,0,0
13,46,1,1,1,0
13,47,2,1,1,1
13,48,2,0,1,1
13,49,2,1,0,1
13,50,2,1,1,2
13,51,0,0,1,0
14,0,1,1,2,2
14,1,2,1,0,2
14,2,2,1,0,1
14,3,2,1,0,2
14,4,2,2,0,2
14,5,1,0,1,0
14,6,1,0,1,0
14,7,1,1,1,0
14,8,1,1,0,1
14,9,1,1,0,2
14,10,1,2,0,0
14,11,1,1,1,1
14,12,1,0,1,2
14,13,1,2,1,1
14,14,1,1,1,0
14,15,1,1,1,2
14,16,1,1,1,0
14,17,2,2,0,2
14,18,2,0,1,1
14,19,2,1,0,0
14,20,2,0,0,1
14,21,2,1,0,0
14,22,2,2,0,0
14,23,2,1,0,2
14,24,2,1,0,2
14,25,2,0,0,2
14,26,2,2,0,1
14,27,2,1,0,0
14,28,2,1,0,0
14,29,1,0,2,2
14,30,1,1,1,1
14,31,2,2,0,0
14,32,1,1,0,2
14,33,1,0,0,0
14,34,0,0,1,1
14,35,0,0,1,0
14,36,0,0,2,0
14,37,0,0,1,0
14,38,0,1,1,1
14,39,0,0,1,0
14,40,0,0,1,0
14,41,0,0,1,0
14,42,0,1,1,0
14,43,0,0,1,0
14,44,0,0,1,0
14,45,0,0,1,0
14,46,0,0,1,2
14,47,0,0,1,0
14,48,0,0,1,0
14,49,0,0,0,0
14,50,0,0,1,0
14,51,0,1,2,1
15,0,0,1,1,0
15,1,0,0,1,0
15,2,0,0,1,1
15,3,0,0,1,0
15,4,0,0,2,0
15,5,0,1,1,2
15,6,0,0,1,0
15,7,0,1,0,2
15,8,0,0,1,0
15,9,0,0,2,2
15,10,0,0,1,0
15,11,0,0,1,0
15,12,0,1,1,0
15,13,0,0,1,0
15,14,0,1,1,0
15,15,0,0,1,0
15,16,0,0,1,1
15,17,0,0,1,0
15,18,0,0,1,0
15,19,0,0,0,0
15,20,0,0,1,0
15,21,0,1,1,0
15,22,0,0,0,0
15,23,0,0,1,0
15,24,0,0,1,0
15,25,0,0,0,0
15,26,0,0,1,1
15,27,0,0,1,0
15,28,0,0,2,0
15,29,0,1,1,0
15,30,0,0,1,0
15,31,0,0,1,0
15,32,0,0,1,0
15,33,0,0,1,0
15,34,0,0,1,0
15,35,0,0,1,0
15,36,0,0,1,0
15,37,0,0,1,0
15,38,0,0,1,0
15,39,0,0,1,0
15,40,0,0,0,0
15,41,1,1,1,0
15,42,1,1,1,1
15,43,1,1,1,0
15,44,1,1,1,1
15,45,1,1,2,0
15,46,0,0,1,0
15,47,0,1,2,0
15,48,0,0,2,0
15,49,0,0,1,0
15,50,0,0,1,0
15,51,0,0,1,0
16,0,1,0,1,1
16,1,1,1,1,1
16,2,1,1,1,0
16,3,1,1,1,0
16,4,1,1,0,0
16,5,2,2,0,1
16,6,1,0,1,2
16,7,1,1,1,0
16,8,1,0,1,0
16,9,1,0,1,1
16,10,1,0,0,0
16,11,1,0,1,1
16,12,1,1,2,1
16,13,1,0,1,0
16,14,1,0,1,2
16,15,1,1,0,1
16,16,2,2,1,0
16,17,2,1,1,1
16,18,2,1,1,1
16,19,2,1,1,0
16,20,1,0,2,2
16,21,1,2,1,0
16,22,1,1,1,2
16,23,1,1,2,0
16,24,1,0,1,0
16,25,1,1,2,0
16,26,1,0,1,1
16,27,1,0,0,0
16,28,1,1,1,0
16,29,1,1,1,0
16,30,1,0,1,1
16,31,1,0,1,1
16,32,1,0,1,1
16,33,2,1,0,1
16,34,2,0,0,0
16,35,2,1,1,1
16,36,0,0,1,0
16,37,0,0,2,0
16,38,0,1,1,0
16,39,0,0,1,0
16,40,0,0,1,0
16,41,0,0,1,0
16,42,0,0,2,0
16,43,0,0,1,0
16,44,0,0,1,0
16,45,0,0,1,0
16,46,0,1,2,0
16,47,0,0,0,0
16,48,0,0,1,0
16,49,0,0,1,0
16,50,0,1,1,0
16,51,0,0,0,0
17,0,0,0,1,0
17,1,0,0,1,0
17,2,0,0,1,1
17,3,0,0,2,0
17,4,0,1,2,0
17,5,1,1,1,0
17,6,1,0,1,2
17,7,1,1,2,0
17,8,1,1,1,0
17,9,1,1,1,0
17,10,0,0,1,0
17,11,0,0,1,0
17,12,0,0,1,0
17,13,0,0,1,1
17,14,0,0,1,0
17,15,0,0,1,0
17,16,0,1,0,0
17,17,0,0,1,0
17,18,0,0,1,0
17,19,0,0,1,1
17,20,0,0,1,0
17,21,0,0,1,0
17,22,0,0,1,0
17,23,0,0,1,0
17,24,0,0,1,0
17,25,0,0,1,0
17,26,0,0,1,0
17,27,0,0,1,0
17,28,0,0,2,0
17,29,0,1,1,0
17,30,0,0,1,0
17,31,0,0,1,0
17,32,0,0,1,0
17,33,0,2,1,1
17,34,0,0,1,0
17,35,0,0,2,0
17,36,0,0,1,0
17,37,0,0,2,0
17,38,0,0,1,0
17,39,0,0,1,0
17,40,0,0,1,0
17,41,0,0,1,0
17,42,0,0,1,0
17,43,0,0,1,0
17,44,0,1,1,0
17,45,0,0,1,0
17,46,0,0,1,2
17,47,0,0,2,0
17,48,0,1,2,0
17,49,0,0,1,0
17,50,0,0,1,0
17,51,1,1,1,0
18,0,0,0,1,0
18,1,0,0,1,0
18,2,0,0,1,0
18,3,0,0,1,0
18,4,0,1,2,0
18,5,0,0,0,0
18,6,0,0,1,0
18,7,0,0,1,0
18,8,0,0,1,0
18,9,0,0,0,2
18,10,0,0,1,0
18,11,0,0,1,0
18,12,0,0,1,0
18,13,0,0,1,0
18,14,0,0,1,0
18,15,0,0,1,0
18,16,0,0,1,0
18,17,0,0,1,1
18,18,0,0,1,0
18,19,0,0,1,0
18,20,0,2,1,0
18,21,0,0,2,0
18,22,0,0,0,2
18,23,0,0,1,0
18,24,0,0,1,2
18,25,0,1,1,0
18,26,0,0,2,0
18,27,0,0,1,0
18,28,0,0,1,0
18,29,0,0,1,0
18,30,0,0,1,0
18,31,0,0,1,0
18,32,0,2,1,0
18,33,0,0,0,0
18,34,0,0,1,0
18,35,0,0,1,0
18,36,0,0,2,1
18,37,0,0,1,2
18,38,0,0,1,0
18,39,0,0,1,0
18,40,0,1,1,0
18,41,0,0,1,0
18,42,0,0,0,0
18,43,0,0,1,0
18,44,0,1,1,0
18,45,0,0,1,0
18,46,0,0,1,0
18,47,0,0,1,0
18,48,0,0,1,0
18,49,0,0,1,1
18,50,1,1,1,0
18,51,1,1,2,2
19,0,1,0,0,0
19,1,1,1,2,0
19,2,1,0,1,0
19,3,0,0,1,0
19,4,0,0,2,0
19,5,0,0,2,1
19,6,0,0,1,1
19,7,0,0,1,0
19,8,0,0,1,0
19,9,0,0,1,0
19,10,0,1,0,0
19,11,0,0,1,0
19,12,0,0,1,0
19,13,0,0,1,2
19,14,0,0,1,0
19,15,0,0,0,0
19,16,0,0,0,0
19,17,0,0,1,2
19,18,0,0,1,0
19,19,0,1,1,0
19,20,0,0,2,0
19,21,0,0,1,0
19,22,0,0,1,0
19,23,0,0,1,0
19,24,0,0,1,1
19,25,0,1,1,0
19,26,0,0,1,2
19,27,0,0,1,0
19,28,0,0,1,1
19,29,0,0,1,0
19,30,0,0,1,0
19,31,0,0,1,0
19,32,0,0,1,0
19,33,0,1,1,0
19,34,0,0,1,1
19,35,1,1,1,1
19,36,2,0,0,1
19,37,0,0,1,0
19,38,0,0,1,0
19,39,0,0,1,0
19,40,0,0,1,1
19,41,0,0,1,0
19,42,0,0,1,0
19,43,0,0,1,0
19,44,0,0,1,1
19,45,0,0,1,0
19,46,0,0,1,0
19,47,0,0,1,0
19,48,1,1,1,1
19,49,0,0,1,1
19,50,0,0,1,0
19,51,0,0,0,0
20,0,0,0,1,0
20,1,0,0,1,0
20,2,0,0,1,0
20,3,0,0,1,0
20,4,0,1,1,0
20,5,0,1,0,0
20,6,0,0,1,0
20,7,0,0,1,0
20,8,0,0,1,0
20,9,0,0,1,0
20,10,0,0,1,0
20,11,0,0,2,0
20,12,0,0,1,0
20,13,0,0,2,1
20,14,0,0,1,0
20,15,1,1,1,0
20,16,1,0,1,1
20,17,1,1,1,2
20,18,1,0,2,1
20,19,1,0,0,0
20,20,2,2,1,1
20,21,2,1,1,1
20,22,0,0,1,0
20,23,0,0,1,0
20,24,0,0,0,0
20,25,0,0,1,0
20,26,1,1,0,0
20,27,1,1,1,0
20,28,0,1,1,0
20,29,0,0,1,0
20,30,0,0,1,1
20,31,0,0,2,0
20,32,0,0,1,1
20,33,0,0,1,0
20,34,0,0,1,0
20,35,0,0,1,0
20,36,0,0,2,0
20,37,0,0,1,0
20,38,0,0,1,2
20,39,0,0,1,0
20,40,0,0,1,0
20,41,0,0,1,0
20,42,0,1,2,0
20,43,0,0,1,0
20,44,0,0,0,0
20,45,0,0,1,0
20,46,0,1,1,0
20,47,0,1,1,0
20,48,0,0,1,0
20,49,0,0,1,0
20,50,0,0,1,0
20,51,0,0,0,0
21,0,1,0,1,0
21,1,0,0,1,0
21,2,0,0,1,1
21,3,0,0,0,0
21,4,0,0,1,0
21,5,0,0,1,0
21,6,0,0,1,0
21,7,0,0,1,0
21,8,0,0,1,2
21,9,0,0,1,0
21,10,0,0,2,0
21,11,0,0,1,1
21,12,0,0,1,0
21,13,0,0,1,0
21,14,0,0,1,0
21,15,1,1,1,0
21,16,1,1,1,2
21,17,1,0,1,0
21,18,1,1,0,0
21,19,1,1,1,0
21,20,2,2,1,2
21,21,2,1,1,2
21,22,2,1,0,2
21,23,1,1,1,0
21,24,1,0,1,0
21,25,1,0,2,1
21,26,2,1,0,2
21,27,2,1,1,1
21,28,2,1,0,0
21,29,1,1,1,0
21,30,1,1,1,0
21,31,1,0,1,0
21,32,1,0,2,1
21,33,1,2,2,2
21,34,1,2,0,2
21,35,1,0,1,1
21,36,1,1,1,1
21,37,2,2,0,1
21,38,2,2,0,2
21,39,2,1,0,1
21,40,2,1,0,0
21,41,2,2,1,2
21,42,2,1,1,0
21,43,2,0,1,0
21,44,2,1,1,0
21,45,2,1,1,0
21,46,2,0,1,2
21,47,2,0,0,0
21,48,2,1,0,1
21,49,2,2,0,1
21,50,2,1,0,0
21,51,1,1,1,1
22,0,0,1,1,0
22,1,0,0,1,1
22,2,0,0,1,0
22,3,0,0,1,0
22,4,1,1,0,2
22,5,1,1,1,1
22,6,0,0,1,0
22,7,0,0,1,0
22,8,0,0,1,0
22,9,0,0,1,0
22,10,0,0,1,0
22,11,0,0,1,0
22,12,0,1,1,1
22,13,0,0,2,0
22,14,0,0,2,0
